date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:23:30	9136/9136	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:23:32%20GMT	http://rapidbplan.editme.com/week3dd	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/week3dd.html	(from http://rapidbplan.editme.com/files)
17:23:31	5970/5970	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:23:32%20GMT	http://rapidbplan.editme.com/week1cd	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/week1cd.html	(from http://rapidbplan.editme.com/files)
17:23:33	62847/62847	---M--	200	added ('OK')	application/pdf	etag:W/%2262847-1469043957000%22	http://rapidbplan.editme.com/files/files/Microenterprise%20Business%20Plan%20Sample%20a.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/files/Microenterprise%20Business%20Plan%20Sample%20a.pdf	(from http://rapidbplan.editme.com/files)
17:23:42	77312/77312	---M--	200	added ('OK')	application/msword	etag:W/%2277312-1510705423000%22	http://rapidbplan.editme.com/files/files/Microenterprise%20Business%20Plan%20Template.doc	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/files/Microenterprise%20Business%20Plan%20Template.doc	(from http://rapidbplan.editme.com/files)
17:23:46	79360/79360	---M--	200	added ('OK')	application/msword	etag:W/%2279360-1461711068000%22	http://rapidbplan.editme.com/files/files/W0%20Microenterprise%20Business%20Plan%20Template.doc	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/files/W0%20Microenterprise%20Business%20Plan%20Template.doc	(from http://rapidbplan.editme.com/files)
17:24:07	128692/128692	---M--	200	added ('OK')	application/pdf	etag:W/%22128692-1468957125000%22	http://rapidbplan.editme.com/files/files/W2a%20RapidBplan%20Company%20Information.docx.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/files/W2a%20RapidBplan%20Company%20Information.docx.pdf	(from http://rapidbplan.editme.com/files)
17:24:08	223423/223423	---M--	200	added ('OK')	application/vnd.ms-excel.sheet.macroenabled.12	etag:W/%22223423-1477195377000%22	http://rapidbplan.editme.com/files/files/Rapid%20Business%20Plan%205%20Year%20Financial%20Template.xlsm	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/files/Rapid%20Business%20Plan%205%20Year%20Financial%20Template.xlsm	(from http://rapidbplan.editme.com/files)
17:24:12	235219/235219	---M--	200	added ('OK')	application/pdf	etag:W/%22235219-1469030779000%22	http://rapidbplan.editme.com/files/files/W1%20RapidBplan%20One%20Page%20Business%20Plan.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/files/W1%20RapidBplan%20One%20Page%20Business%20Plan.pdf	(from http://rapidbplan.editme.com/files)
17:24:29	98673/98673	---M--	200	added ('OK')	application/pdf	etag:W/%2298673-1469031659000%22	http://rapidbplan.editme.com/files/files/W3b%20RapidBplan%20Owner%20Experience%20and%20Training.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/files/W3b%20RapidBplan%20Owner%20Experience%20and%20Training.pdf	(from http://rapidbplan.editme.com/files)
17:24:30	297891/297891	---M--	200	added ('OK')	application/pdf	etag:W/%22297891-1485298766000%22	http://rapidbplan.editme.com/files/files/W2%20RapidBplan%20Company%20Information.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/files/W2%20RapidBplan%20Company%20Information.pdf	(from http://rapidbplan.editme.com/files)
17:24:33	182021/182021	---M--	200	added ('OK')	application/pdf	etag:W/%22182021-1461711014000%22	http://rapidbplan.editme.com/files/files/W3%20RapidBplan%20Product%20and%20Services%20Worksheet%20d.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/files/W3%20RapidBplan%20Product%20and%20Services%20Worksheet%20d.pdf	(from http://rapidbplan.editme.com/files)
17:24:35	216731/216731	---M--	200	added ('OK')	application/pdf	etag:W/%22216731-1468957136000%22	http://rapidbplan.editme.com/files/files/W3a%20RapidBplan%20Sales%20Forecast%20Worksheet.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/files/W3a%20RapidBplan%20Sales%20Forecast%20Worksheet.pdf	(from http://rapidbplan.editme.com/files)
17:25:06	149463/149463	---M--	200	added ('OK')	application/pdf	etag:W/%22149463-1468957173000%22	http://rapidbplan.editme.com/files/files/W4a%20Startup%20Costs.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/files/W4a%20Startup%20Costs.pdf	(from http://rapidbplan.editme.com/files)
17:25:09	106981/106981	---M--	200	added ('OK')	application/pdf	etag:W/%22106981-1468957173000%22	http://rapidbplan.editme.com/files/files/W4c%20Facility%20Costs.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/files/W4c%20Facility%20Costs.pdf	(from http://rapidbplan.editme.com/files)
17:25:10	23994/23994	---M--	200	added ('OK')	application/octet-stream-unknown	etag:W/%2223994-1461711014000%22	http://rapidbplan.editme.com/files/files/W5%20RapidBplan%20Product%20and%20Services%20Sales%20Forecasting%20Worksheet.docx	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/files/W5%20RapidBplan%20Product%20and%20Services%20Sales%20Forecasting%20Worksheet.docx	(from http://rapidbplan.editme.com/files)
17:25:12	8657/8657	---M--	200	added ('OK')	application/pdf	etag:W/%228657-1461711057000%22	http://rapidbplan.editme.com/files/files/W7%20Fishbowl%20Blank%20Diagram.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/files/W7%20Fishbowl%20Blank%20Diagram.pdf	(from http://rapidbplan.editme.com/files)
17:25:13	130212/130212	---M--	200	added ('OK')	application/pdf	etag:W/%22130212-1468957173000%22	http://rapidbplan.editme.com/files/files/W4d%20Operating%20Expenses.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/files/W4d%20Operating%20Expenses.pdf	(from http://rapidbplan.editme.com/files)
17:25:16	44955/44955	---M--	200	added ('OK')	application/pdf	etag:W/%2244955-1461711057000%22	http://rapidbplan.editme.com/files/files/W6%20RapidBplan%20Marketing%20Worksheet.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/files/W6%20RapidBplan%20Marketing%20Worksheet.pdf	(from http://rapidbplan.editme.com/files)
17:25:17	4171/4171	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:25:18%20GMT	http://rapidbplan.editme.com/_Login?redirect=files	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Loginf04d.html	(from http://rapidbplan.editme.com/files)
17:25:18	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.3a.delayed	(from http://rapidbplan.editme.com/readers)
17:25:19	4173/4173	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:25:20%20GMT	http://rapidbplan.editme.com/_Login?redirect=readers	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Loginfd63.html	(from http://rapidbplan.editme.com/readers)
17:25:19	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.3c.delayed	(from http://rapidbplan.editme.com/weeke)
17:25:25	221626/221626	---M--	200	added ('OK')	application/pdf	etag:W/%22221626-1468957173000%22	http://rapidbplan.editme.com/files/files/W4b%20Equipment%20Vehicle%20Costs.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/files/W4b%20Equipment%20Vehicle%20Costs.pdf	(from http://rapidbplan.editme.com/files)
17:25:31	114711/114711	---M--	200	added ('OK')	application/pdf	etag:W/%22114711-1510711227000%22	http://rapidbplan.editme.com/files/files/W9%20RapidBplan%20market%20Research%20Report.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/files/W9%20RapidBplan%20market%20Research%20Report.pdf	(from http://rapidbplan.editme.com/files)
17:25:33	139166/139166	---M--	200	added ('OK')	application/pdf	etag:W/%22139166-1461711057000%22	http://rapidbplan.editme.com/files/files/W8%20RapidBplan%20Competitive%20Analysis.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/files/W8%20RapidBplan%20Competitive%20Analysis.pdf	(from http://rapidbplan.editme.com/files)
17:25:35	7639/7639	---M--	200	added ('OK')	application/pdf	etag:W/%227639-1441146531000%22	http://rapidbplan.editme.com/files/Home/W3a%20RapidBplan%20Sales%20Forecast%20Worksheet%20c.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/Home/W3a%20RapidBplan%20Sales%20Forecast%20Worksheet%20c.pdf	(from http://rapidbplan.editme.com/weeke)
17:25:47	132154/132154	---M--	200	added ('OK')	application/pdf	etag:W/%22132154-1485298933000%22	http://rapidbplan.editme.com/files/Home/W2a%20RapidBplan%20Company%20Information.docx.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/Home/W2a%20RapidBplan%20Company%20Information.docx.pdf	(from http://rapidbplan.editme.com/weeke)
17:25:48	8601/8601	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:25:49%20GMT	http://rapidbplan.editme.com/week1ca	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/week1ca.html	(from http://rapidbplan.editme.com/weeke)
17:25:48	81570/81570	---M--	200	added ('OK')	application/pdf	etag:W/%2281570-1409660296000%22	http://rapidbplan.editme.com/files/weeke/2%20TPL%20SBC%20Summer%202014%20Flyer.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/weeke/2%20TPL%20SBC%20Summer%202014%20Flyer.pdf	(from http://rapidbplan.editme.com/weeke)
17:25:49	2581/2581	---M--	200	added ('OK')	application/pdf	etag:W/%222581-1485299767000%22	http://rapidbplan.editme.com/files/Home/W4%20Startup%20Costs.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/Home/W4%20Startup%20Costs.pdf	(from http://rapidbplan.editme.com/weeke)
17:26:02	79360/79360	---M--	200	added ('OK')	application/msword	etag:W/%2279360-1437000118000%22	http://rapidbplan.editme.com/files/Home/Microenterprise%20Business%20Plan%20Template.doc	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/Home/Microenterprise%20Business%20Plan%20Template.doc	(from http://rapidbplan.editme.com/weeke)
17:26:05	297891/297891	---M--	200	added ('OK')	application/pdf	etag:W/%22297891-1485298577000%22	http://rapidbplan.editme.com/files/Home/W2%20RapidBplan%20Company%20Information.2.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/Home/W2%20RapidBplan%20Company%20Information.2.pdf	(from http://rapidbplan.editme.com/weeke)
17:26:12	296519/296519	---M--	200	added ('OK')	application/pdf	etag:W/%22296519-1485300885000%22	http://rapidbplan.editme.com/files/Home/W3%20RapidBplan%20Product%20and%20Services%20Worksheet.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/Home/W3%20RapidBplan%20Product%20and%20Services%20Worksheet.pdf	(from http://rapidbplan.editme.com/weeke)
17:26:13	223423/223423	---M--	200	added ('OK')	application/vnd.ms-excel.sheet.macroenabled.12	etag:W/%22223423-1485299645000%22	http://rapidbplan.editme.com/files/weeke/0%20Rapid%20Business%20Plan%205%20Year%20Financial%20Template%20am.xlsm	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/weeke/0%20Rapid%20Business%20Plan%205%20Year%20Financial%20Template%20am.xlsm	(from http://rapidbplan.editme.com/weeke)
17:26:24	4171/4171	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:26:26%20GMT	http://rapidbplan.editme.com/_Login?redirect=weeke	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Login203c.html	(from http://rapidbplan.editme.com/weeke)
17:26:24	6479/6479	---M-Z	200	added ('OK')	application/javascript	etag:W/%226479-1425049024000-gzip%22	http://rapidbplan.editme.com/scripts/IEprompt.js	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/scripts/IEprompt.js	(from http://rapidbplan.editme.com/_Login?redirect=Home)
17:26:25	5383/5383	---M-Z	200	added ('OK')	application/javascript	etag:W/%225383-1425049024000-gzip%22	http://rapidbplan.editme.com/scripts/settings-shared.js	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/scripts/settings-shared.js	(from http://rapidbplan.editme.com/_Login?redirect=Home)
17:26:25	15841/15841	---M-Z	200	added ('OK')	text/css	etag:W/%2215841-1425049025000-gzip%22	http://rapidbplan.editme.com/css/settings.css	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/css/settings.css	(from http://rapidbplan.editme.com/_Login?redirect=Home)
17:26:25	3737/3737	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:26:27%20GMT	http://rapidbplan.editme.com/_Forgot	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Forgot.html	(from http://rapidbplan.editme.com/_Login?redirect=Home)
17:26:25	508/508	---M--	200	added ('OK')	image/png	etag:W/%22508-1425049025000%22	http://rapidbplan.editme.com/yaml-3.1/navigation/images/shiny_buttons/background.png	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/yaml-3.1/navigation/images/shiny_buttons/background.png	(from http://rapidbplan.editme.com/yaml-3.1/navigation/nav_shinybuttons.css)
17:26:26	538/538	---M--	200	added ('OK')	image/png	etag:W/%22538-1425049025000%22	http://rapidbplan.editme.com/yaml-3.1/navigation/images/shiny_buttons/background_active.png	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/yaml-3.1/navigation/images/shiny_buttons/background_active.png	(from http://rapidbplan.editme.com/yaml-3.1/navigation/nav_shinybuttons.css)
17:26:26	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.4f.delayed	(from http://rapidbplan.editme.com/week1a)
17:26:26	6172/6172	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:26:28%20GMT	http://rapidbplan.editme.com/week1b	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/week1b.html	(from http://rapidbplan.editme.com/week1a)
17:26:26	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.52.delayed	(from http://rapidbplan.editme.com/week2a)
17:26:26	4172/4172	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:26:28%20GMT	http://rapidbplan.editme.com/_Login?redirect=week1a	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Login39f2.html	(from http://rapidbplan.editme.com/week1a)
17:26:26	6960/6960	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:26:28%20GMT	http://rapidbplan.editme.com/week2b	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/week2b.html	(from http://rapidbplan.editme.com/week2a)
17:26:27	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.55.delayed	(from http://rapidbplan.editme.com/week2d)
17:26:27	4172/4172	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:26:28%20GMT	http://rapidbplan.editme.com/_Login?redirect=week2a	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Login0bb5.html	(from http://rapidbplan.editme.com/week2a)
17:26:27	7566/7566	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:26:29%20GMT	http://rapidbplan.editme.com/week1c	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/week1c.html	(from http://rapidbplan.editme.com/week2d)
17:26:27	78601/78601	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.4/jquery.min.js	C:/My%20Web%20Sites/Rapidbplan/ajax.googleapis.com/ajax/libs/jquery/1.4/jquery.min.js	(from http://rapidbplan.editme.com/_Login?redirect=Home)
17:26:33	40996/40996	---M--	200	added ('OK')	application/pdf	etag:W/%2240996-1409659894000%22	http://rapidbplan.editme.com/files/weeke/W5%20RapidBplan%20Product%20and%20Services%20Sales%20Forecasting%20Worksheet.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/weeke/W5%20RapidBplan%20Product%20and%20Services%20Sales%20Forecasting%20Worksheet.pdf	(from http://rapidbplan.editme.com/week2d)
17:26:33	27967/27967	---M--	200	added ('OK')	application/pdf	etag:W/%2227967-1409660600000%22	http://rapidbplan.editme.com/files/week2d/W6%20RapidBplan%20Marketing%20Worksheet.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/week2d/W6%20RapidBplan%20Marketing%20Worksheet.pdf	(from http://rapidbplan.editme.com/week2d)
